LogQ(1),age(2),Tot[O]+12(3),gas[O]+12(4),Tot[Fe](5),gas[Fe](6),LogP/k(7),[NII]/Ha(8),[NII]+/Ha(9),[SII]+/Ha(10),[NII]/[OII]+(11),[NII]+/[OII]+(12),[NII]/[SII]+(13),[NII]+/[SII]+(14),[OII]+/Hb(15),[OIII]/Hb(16),[OIII]+/Hb(17),[OIII]/[OII]+(18),[OIII]+/[OII]+(19),[OIII]/[SII]+(20),[OIII]+/[SII]+(21),4363/[OIII](22),4363/[OIII]+(23),[OI]/[OII]+(24),[OII]+/[SII]+(25),R23(26),S23(27),6716/6731(28),3729/3726(29),Hbeta_abs(30),HBeta(31),Rout(32),Rmax(33),Remp(34),[NII]+/Hb(35),Ha/Hb(36)
 8.5000,  1.0000,  7.5700,  7.4600,  6.2100,  4.7100,  6.0000, -1.6669, -1.5398, -1.8452, -0.8888, -0.7617,  0.1783,  0.3053, -0.3180,  0.4278,  0.5569,  0.7458,  0.8748,  1.8128,  1.9419, -1.6074, -1.7364, -1.7708,  1.0670,  0.6112, -0.4741,  0.1442,  0.1476, 4284831223298539351179264.0000, 60403600000000000046105260869176786944.0000, 52033333333333336.0000, 41520000000000000000.0000, 25910000000000000000.0000, -1.0797,  0.4602
 8.5000,  1.0000,  8.1700,  8.0600,  6.8100,  5.3100,  6.0000, -1.1898, -1.0627, -1.4291, -0.8366, -0.7096,  0.2393,  0.3663,  0.1003,  0.7773,  0.9063,  0.6770,  0.8060,  1.7529,  1.8819, -1.8566, -1.9856, -1.7992,  1.0759,  0.9694, -0.0046,  0.1429,  0.1445, 3925058108540355279323136.0000, 54952100000000002759613593175415848960.0000, 51933333333333336.0000, 41310000000000000000.0000, 25730000000000000000.0000, -0.6093,  0.4534
 8.5000,  1.0000,  8.4700,  8.3600,  7.1100,  5.6100,  6.0000, -1.0265, -0.8994, -1.3277, -0.7433, -0.6162,  0.3012,  0.4282,  0.1740,  0.7405,  0.8696,  0.5665,  0.6955,  1.6109,  1.7400, -2.1591, -2.2881, -1.8124,  1.0444,  0.9493,  0.1237,  0.1400,  0.1389, 3668642737139900695445504.0000, 50549200000000001535203036037560401920.0000, 51633333333333336.0000, 40810000000000000000.0000, 25320000000000000000.0000, -0.4422,  0.4572
 8.5000,  1.0000,  8.8700,  8.7600,  7.5100,  6.0100,  6.0000, -0.8774, -0.7503, -1.3558, -0.5113, -0.3842,  0.4785,  0.6055,  0.1045,  0.2831,  0.4122,  0.1786,  0.3077,  1.1684,  1.2974, -2.8619, -2.9910, -2.0417,  0.9897,  0.5860,  0.1515,  0.1249,  0.1188, 3122541657184758302507008.0000, 40506799999999998849427606057525444608.0000, 50633333333333336.0000, 39030000000000000000.0000, 23840000000000000000.0000, -0.2797,  0.4706
 8.5000,  1.0000,  9.1700,  9.0600,  7.8100,  6.3100,  6.0000, -0.6838, -0.5567, -1.2810, -0.1897, -0.0626,  0.5972,  0.7242, -0.0134, -0.6740, -0.5449, -0.6605, -0.5315,  0.1263,  0.2553,    -inf,    -inf, -2.1022,  0.7868,  0.0985,  0.1495,  0.0994,  0.0872, 2492089107375650485829632.0000, 29557699999999998663476126108161671168.0000, 49133333333333336.0000, 36600000000000000000.0000, 21860000000000000000.0000, -0.0760,  0.4807
 8.5000,  3.2000,  7.5700,  7.4600,  6.2100,  4.7100,  6.0000, -1.6094, -1.4823, -1.8300, -0.8915, -0.7644,  0.2206,  0.3477, -0.2608,  0.3960,  0.5250,  0.6568,  0.7858,  1.7689,  1.8979, -1.6274, -1.7565, -1.8918,  1.1121,  0.5909, -0.4562,  0.1439,  0.1475, 3939100417742912803045376.0000, 51464599999999998547853900895313985536.0000, 50733333333333336.0000, 39230000000000000000.0000, 24010000000000000000.0000, -1.0252,  0.4571
 8.5000,  3.2000,  8.1700,  8.0600,  6.8100,  5.3100,  6.0000, -1.1457, -1.0186, -1.4244, -0.8273, -0.7002,  0.2787,  0.4057,  0.1349,  0.7061,  0.8352,  0.5712,  0.7002,  1.6771,  1.8062, -1.9067, -2.0358, -1.9069,  1.1059,  0.9141, -0.0115,  0.1422,  0.1436, 3343918675392010735583232.0000, 39561099999999998649502576033556070400.0000, 49066666666666664.0000, 36530000000000000000.0000, 21810000000000000000.0000, -0.5653,  0.4534
 8.5000,  3.2000,  8.4700,  8.3600,  7.1100,  5.6100,  6.0000, -0.9957, -0.8686, -1.3059, -0.7217, -0.5947,  0.3103,  0.4373,  0.1844,  0.6486,  0.7776,  0.4641,  0.5932,  1.4961,  1.6252, -2.2261, -2.3552, -1.8867,  1.0320,  0.8763,  0.1031,  0.1385,  0.1372, 2905248943111313108762624.0000, 30857799999999998815981733281531953152.0000, 47366666666666664.0000, 33910000000000000000.0000, 19700000000000000000.0000, -0.4103,  0.4584
 8.5000,  3.2000,  8.8700,  8.7600,  7.5100,  6.0100,  6.0000, -0.8572, -0.7301, -1.2516, -0.4087, -0.2816,  0.3944,  0.5215,  0.0240,  0.1405,  0.2695,  0.1165,  0.2455,  0.9196,  1.0486, -2.9766, -3.1056, -2.0499,  0.8031,  0.4649,  0.1011,  0.1185,  0.1121, 2293783331186396905865216.0000, 20317899999999998985687307062190538752.0000, 44566666666666664.0000, 30100000000000000000.0000, 16730000000000000000.0000, -0.2576,  0.4725
 8.5000,  3.2000,  9.1700,  9.0600,  7.8100,  6.3100,  6.0000, -0.9062, -0.7791, -1.2658, -0.0280,  0.0991,  0.3596,  0.4867, -0.3896, -0.8577, -0.7287, -0.4682, -0.3391, -0.0806,  0.0485,    -inf,    -inf, -1.8141,  0.3876, -0.2258, -0.0720,  0.0681,  0.0516, 1824757398901819998994432.0000, 13294799999999999825454801420317360128.0000, 41766666666666664.0000, 26670000000000000000.0000, 14140000000000000000.0000, -0.2905,  0.4887
 8.5000, 10.0000,  7.5700,  7.4600,  6.2100,  4.7100,  6.0000, -1.5734, -1.4463, -1.7528, -0.8774, -0.7503,  0.1794,  0.3065, -0.2366,  0.3716,  0.5007,  0.6083,  0.7373,  1.6651,  1.7941, -1.6353, -1.7643, -1.7961,  1.0568,  0.5737, -0.4601,  0.1441,  0.1473, 2540298142331792196108288.0000, 19299800000000000373125024741802901504.0000, 42366666666666664.0000, 27360000000000000000.0000, 14650000000000000000.0000, -0.9869,  0.4593
 8.5000, 10.0000,  8.1700,  8.0600,  6.8100,  5.3100,  6.0000, -1.0597, -0.9327, -1.3117, -0.8227, -0.6957,  0.2519,  0.3790,  0.2171,  0.6903,  0.8193,  0.4731,  0.6022,  1.5478,  1.6769, -1.8998, -2.0288, -1.8417,  1.0747,  0.9162,  0.0087,  0.1422,  0.1435, 1984572682674928806264832.0000, 11347299999999999719597712601543344128.0000, 38533333333333336.0000, 23150000000000000000.0000, 11590000000000000000.0000, -0.4786,  0.4541
 8.5000, 10.0000,  8.4700,  8.3600,  7.1100,  5.6100,  6.0000, -0.9117, -0.7846, -1.0805, -0.7548, -0.6278,  0.1688,  0.2959,  0.3004,  0.8211,  0.9501,  0.5207,  0.6497,  1.4444,  1.5734, -2.0739, -2.2029, -1.5970,  0.9237,  1.0379,  0.1785,  0.1402,  0.1400, 1687788778877887767904256.0000, 7728279999999999735057607684559732736.0000, 35783333333333332.0000, 20470000000000000000.0000, 9735000000000000000.0000, -0.3274,  0.4572
 8.5000, 10.0000,  8.8700,  8.7600,  7.5100,  6.0100,  6.0000, -0.7363, -0.6093, -0.8942, -0.6225, -0.4954,  0.1578,  0.2849,  0.3504,  0.7767,  0.9058,  0.4264,  0.5554,  1.2067,  1.3357, -2.4536, -2.5826, -1.4529,  0.7803,  1.0124,  0.3310,  0.1294,  0.1256, 1455727973736448062914560.0000, 5880030000000000445399547761704042496.0000, 34310000000000000.0000, 19140000000000000000.0000, 8847000000000000000.0000, -0.1450,  0.4642
 8.5000, 10.0000,  9.1700,  9.0600,  7.8100,  6.3100,  6.0000, -0.6578, -0.5307, -0.7998, -0.4640, -0.3369,  0.1420,  0.2691,  0.2794,  0.5853,  0.7143,  0.3059,  0.4349,  0.9119,  1.0409, -2.8019, -2.9309, -1.3309,  0.6060,  0.8502,  0.3820,  0.1008,  0.0912, 1264253206245295857336320.0000, 4497280000000000202016716278653255680.0000, 32883333333333332.0000, 17910000000000000000.0000, 8045000000000000000.0000, -0.0575,  0.4732
 8.5000, 32.0000,  7.5700,  7.4600,  6.2100,  4.7100,  6.0000, -1.4560, -1.3289, -1.6127, -0.8520, -0.7249,  0.1567,  0.2837, -0.1372,  0.3062,  0.4352,  0.4434,  0.5724,  1.4520,  1.5810, -1.6366, -1.7656, -1.6521,  1.0086,  0.5382, -0.4522,  0.1446,  0.1471, 1379903056138059223400448.0000, 3132860000000000164983446775613358080.0000, 28323333333333332.0000, 14320000000000000000.0000, 5823000000000000000.0000, -0.8621,  0.4668
 8.5000, 32.0000,  8.1700,  8.0600,  6.8100,  5.3100,  6.0000, -0.9134, -0.7863, -1.1702, -0.8239, -0.6968,  0.2568,  0.3839,  0.3655,  0.6629,  0.7920,  0.2974,  0.4265,  1.3782,  1.5072, -1.8689, -1.9980, -1.8146,  1.0807,  0.9301,  0.0484,  0.1420,  0.1431, 1242804465623103539511296.0000, 2581859999999999854283189890429485056.0000, 27486666666666668.0000, 13720000000000000000.0000, 5474000000000000000.0000, -0.3313,  0.4549
 8.5000, 32.0000,  8.4700,  8.3600,  7.1100,  5.6100,  6.0000, -0.7734, -0.6463, -1.0050, -0.7550, -0.6279,  0.2317,  0.3587,  0.4383,  0.7642,  0.8933,  0.3260,  0.4550,  1.3126,  1.4417, -2.0795, -2.2086, -1.6837,  0.9867,  1.0239,  0.2184,  0.1385,  0.1374, 1206670105017917884071936.0000, 2540950000000000063095946993727438848.0000, 27616666666666668.0000, 13810000000000000000.0000, 5525000000000000000.0000, -0.1897,  0.4566
 8.5000, 32.0000,  8.8700,  8.7600,  7.5100,  6.0100,  6.0000, -0.6381, -0.5110, -0.8851, -0.6187, -0.4916,  0.2470,  0.3741,  0.4443,  0.6873,  0.8163,  0.2430,  0.3720,  1.1087,  1.2377, -2.5128, -2.6418, -1.6066,  0.8657,  0.9700,  0.3687,  0.1215,  0.1151, 1127330711682332653256704.0000, 2393750000000000074796621807176646656.0000, 27676666666666668.0000, 13860000000000000000.0000, 5557000000000000000.0000, -0.0473,  0.4637
 8.5000, 32.0000,  9.1700,  9.0600,  7.8100,  6.3100,  6.0000, -0.6342, -0.5071, -0.8904, -0.4030, -0.2759,  0.2563,  0.3833,  0.2432,  0.3487,  0.4777,  0.1055,  0.2345,  0.7648,  0.8938, -3.0190, -3.1480, -1.4876,  0.6593,  0.6771,  0.3567,  0.0789,  0.0635, 1055069661817958538674176.0000, 2289149999999999856937972902664339456.0000, 27896666666666668.0000, 14010000000000000000.0000, 5641000000000000000.0000, -0.0328,  0.4743
 8.5000, 100.0000,  7.5700,  7.4600,  6.2100,  4.7100,  6.0000, -1.2669, -1.1399, -1.5683, -0.8567, -0.7296,  0.3013,  0.4284,  0.0494,  0.1612,  0.2903,  0.1118,  0.2409,  1.2698,  1.3989, -1.6658, -1.7948, -1.9529,  1.1580,  0.4873, -0.4309,  0.1437,  0.1468, 1061863522243222588882944.0000, 1207329999999999936994944555889459200.0000, 22473333333333332.0000, 10390000000000000000.0000, 3648000000000000000.0000, -0.6802,  0.4596
 8.5000, 100.0000,  8.1700,  8.0600,  6.8100,  5.3100,  6.0000, -0.7687, -0.6416, -1.1641, -0.7909, -0.6638,  0.3954,  0.5224,  0.4762,  0.5164,  0.6454,  0.0402,  0.1692,  1.2264,  1.3554, -1.9056, -2.0346, -2.0405,  1.1862,  0.8701,  0.0422,  0.1408,  0.1422, 1085159033774183007911936.0000, 1529400000000000072522453543968309248.0000, 24153333333333332.0000, 11450000000000000000.0000, 4204000000000000000.0000, -0.1876,  0.4541
 8.5000, 100.0000,  8.4700,  8.3600,  7.1100,  5.6100,  6.0000, -0.6306, -0.5035, -0.9948, -0.6621, -0.5350,  0.3642,  0.4913,  0.4890,  0.5277,  0.6568,  0.0387,  0.1678,  1.0651,  1.1941, -2.1859, -2.3150, -1.9217,  1.0263,  0.8820,  0.1810,  0.1348,  0.1332, 983793500678173845618688.0000, 1094279999999999970443081314371371008.0000, 22313333333333332.0000, 10290000000000000000.0000, 3596000000000000000.0000, -0.0460,  0.4575
 8.5000, 100.0000,  8.8700,  8.7600,  7.5100,  6.0100,  6.0000, -0.5660, -0.4389, -0.9582, -0.4590, -0.3319,  0.3922,  0.5193,  0.3600,  0.3506,  0.4796, -0.0094,  0.1196,  0.8418,  0.9708, -2.7185, -2.8475, -1.8267,  0.8512,  0.7250,  0.2768,  0.1111,  0.1034, 959151614286711591272448.0000, 1214230000000000028680195792556785664.0000, 23316666666666668.0000, 10910000000000000000.0000, 3915000000000000000.0000,  0.0281,  0.4670
 8.5000, 100.0000,  9.1700,  9.0600,  7.8100,  6.3100,  6.0000, -0.6168, -0.4898, -0.9910, -0.1997, -0.0727,  0.3742,  0.5013,  0.0612, -0.0881,  0.0410, -0.1493, -0.0202,  0.4247,  0.5537,    -inf,    -inf, -1.6551,  0.5739,  0.3522,  0.2315,  0.0395,  0.0211, 876077867433623507959808.0000, 1050739999999999954815631070282645504.0000, 22873333333333332.0000, 10640000000000000000.0000, 3778000000000000000.0000, -0.0115,  0.4783
 9.0000,  1.0000,  7.5700,  7.4600,  6.2100,  4.7100,  6.0000, -1.7022, -1.5751, -1.8776, -0.8864, -0.7593,  0.1754,  0.3024, -0.3564,  0.4538,  0.5828,  0.8102,  0.9393,  1.8720,  2.0010, -1.5907, -1.7197, -1.7563,  1.0618,  0.6301, -0.4943,  0.1440,  0.1473, 1167557932263814564151296.0000, 59630599999999997876295700727956766720.0000, 79933333333333328.0000, 38550000000000000000.0000, 14570000000000000000.0000, -1.1158,  0.4593
 9.0000,  1.0000,  8.1700,  8.0600,  6.8100,  5.3100,  6.0000, -1.2471, -1.1200, -1.4797, -0.8361, -0.7090,  0.2326,  0.3597,  0.0421,  0.7986,  0.9276,  0.7565,  0.8856,  1.8252,  1.9543, -1.8481, -1.9771, -1.7753,  1.0687,  0.9808, -0.0347,  0.1420,  0.1435, 1038627615633485135347712.0000, 52501900000000001213965575052012290048.0000, 79666666666666672.0000, 38370000000000000000.0000, 14470000000000000000.0000, -0.6669,  0.4531
 9.0000,  1.0000,  8.4700,  8.3600,  7.1100,  5.6100,  6.0000, -1.0999, -0.9728, -1.3924, -0.7491, -0.6221,  0.2925,  0.4196,  0.1062,  0.7700,  0.8991,  0.6638,  0.7928,  1.7055,  1.8345, -2.1477, -2.2767, -1.7844,  1.0417,  0.9639,  0.0935,  0.1378,  0.1364, 940913225728299456528384.0000, 46441899999999996556241246341312806912.0000, 79033333333333328.0000, 37950000000000000000.0000, 14240000000000000000.0000, -0.5158,  0.4570
 9.0000,  1.0000,  8.8700,  8.7600,  7.5100,  6.0100,  6.0000, -0.9599, -0.8328, -1.4421, -0.5374, -0.4104,  0.4822,  0.6092,  0.0478,  0.3505,  0.4795,  0.3027,  0.4317,  1.3223,  1.4513, -2.8394, -2.9684, -2.0102,  1.0196,  0.6163,  0.1381,  0.1123,  0.1042, 765069388043363081519104.0000, 34533700000000000449470439718301728768.0000, 76700000000000000.0000, 36420000000000000000.0000, 13410000000000000000.0000, -0.3626,  0.4703
 9.0000,  1.0000,  9.1700,  9.0600,  7.8100,  6.3100,  6.0000, -0.6871, -0.5600, -1.3442, -0.2742, -0.1472,  0.6571,  0.7842,  0.0670, -0.5179, -0.3889, -0.5849, -0.4559,  0.3464,  0.4755,    -inf,    -inf, -2.1922,  0.9314,  0.1974,  0.1801,  0.0501,  0.0334, 600365980687480576278528.0000, 23776899999999997955222871931069923328.0000, 73433333333333328.0000, 34320000000000000000.0000, 12290000000000000000.0000, -0.0801,  0.4799
 9.0000,  3.2000,  7.5700,  7.4600,  6.2100,  4.7100,  6.0000, -1.6470, -1.5199, -1.8647, -0.8898, -0.7627,  0.2177,  0.3448, -0.3009,  0.4227,  0.5517,  0.7236,  0.8526,  1.8311,  1.9601, -1.6117, -1.7408, -1.8766,  1.1075,  0.6088, -0.4720,  0.1437,  0.1472, 1115142803674312835334144.0000, 50866199999999995387290283513544179712.0000, 77000000000000000.0000, 36600000000000000000.0000, 13500000000000000000.0000, -1.0636,  0.4563
 9.0000,  3.2000,  8.1700,  8.0600,  6.8100,  5.3100,  6.0000, -1.2007, -1.0736, -1.4745, -0.8280, -0.7009,  0.2738,  0.4009,  0.0804,  0.7279,  0.8570,  0.6475,  0.7765,  1.7493,  1.8783, -1.8996, -2.0287, -1.8838,  1.1018,  0.9242, -0.0348,  0.1412,  0.1425, 962360016140719129362432.0000, 37974599999999998044959260436959592448.0000, 73366666666666672.0000, 34270000000000000000.0000, 12260000000000000000.0000, -0.6205,  0.4531
 9.0000,  3.2000,  8.4700,  8.3600,  7.1100,  5.6100,  6.0000, -1.0609, -0.9339, -1.3673, -0.7292, -0.6021,  0.3064,  0.4334,  0.1264,  0.6784,  0.8074,  0.5520,  0.6810,  1.5875,  1.7166, -2.2163, -2.3453, -1.8612,  1.0355,  0.8896,  0.0803,  0.1355,  0.1338, 846924827046138032947200.0000, 28637699999999999031753248871572045824.0000, 69666666666666664.0000, 31980000000000000000.0000, 11080000000000000000.0000, -0.4757,  0.4581
 9.0000,  3.2000,  8.8700,  8.7600,  7.5100,  6.0100,  6.0000, -0.9130, -0.7860, -1.3296, -0.4341, -0.3070,  0.4166,  0.5436, -0.0070,  0.2161,  0.3451,  0.2230,  0.3521,  1.0737,  1.2027, -2.9416, -3.0706, -2.0432,  0.8507,  0.5048,  0.0975,  0.0964,  0.0875, 679347380503402420109312.0000, 17825199999999999523087427061044740096.0000, 64010000000000000.0000, 28610000000000000000.0000, 9407000000000000000.0000, -0.3140,  0.4719
 9.0000,  3.2000,  9.1700,  9.0600,  7.8100,  6.3100,  6.0000, -0.8358, -0.7087, -1.2685, -0.0835,  0.0435,  0.4327,  0.5598, -0.2676, -0.5149, -0.3859, -0.2473, -0.1182,  0.2690,  0.3980,    -inf,    -inf, -1.8841,  0.5162, -0.0217,  0.0295, -0.0223, -0.0494, 566450462045645607796736.0000, 11400999999999999804354782930898255872.0000, 58596666666666664.0000, 25530000000000000000.0000, 7951000000000000000.0000, -0.2241,  0.4846
 9.0000, 10.0000,  7.5700,  7.4600,  6.2100,  4.7100,  6.0000, -1.5960, -1.4689, -1.7741, -0.8761, -0.7491,  0.1781,  0.3052, -0.2610,  0.3914,  0.5204,  0.6524,  0.7815,  1.7067,  1.8357, -1.6230, -1.7520, -1.7868,  1.0543,  0.5869, -0.4719,  0.1439,  0.1471, 899294958241654329311232.0000, 19147299999999998958431434955277991936.0000, 59706666666666664.0000, 26150000000000000000.0000, 8238000000000000000.0000, -1.0101,  0.4588
 9.0000, 10.0000,  8.1700,  8.0600,  6.8100,  5.3100,  6.0000, -1.0935, -0.9664, -1.3428, -0.8235, -0.6965,  0.2493,  0.3764,  0.1840,  0.7072,  0.8362,  0.5232,  0.6523,  1.5961,  1.7251, -1.8947, -2.0237, -1.8293,  1.0729,  0.9236, -0.0061,  0.1409,  0.1420, 756143829930012217180160.0000, 11055900000000001040448941356409159680.0000, 52673333333333336.0000, 22320000000000000000.0000, 6518000000000000000.0000, -0.5125,  0.4539
 9.0000, 10.0000,  8.4700,  8.3600,  7.1100,  5.6100,  6.0000, -0.9469, -0.8199, -1.1144, -0.7577, -0.6307,  0.1675,  0.2946,  0.2678,  0.8399,  0.9689,  0.5721,  0.7011,  1.4973,  1.6264, -2.0652, -2.1943, -1.5903,  0.9252,  1.0478,  0.1594,  0.1362,  0.1356, 674153521862739006324736.0000, 7410890000000000189133090964455292928.0000, 47916666666666664.0000, 19850000000000000000.0000, 5475000000000000000.0000, -0.3629,  0.4570
 9.0000, 10.0000,  8.8700,  8.7600,  7.5100,  6.0100,  6.0000, -0.7708, -0.6437, -0.9338, -0.6281, -0.5011,  0.1630,  0.2901,  0.3208,  0.8204,  0.9494,  0.4996,  0.6286,  1.2907,  1.4197, -2.4277, -2.5567, -1.4555,  0.7911,  1.0412,  0.3188,  0.1094,  0.1028, 580883333650896344055808.0000, 5450929999999999590054091409055547392.0000, 45450000000000000.0000, 18610000000000000000.0000, 4975000000000000000.0000, -0.1803,  0.4635
 9.0000, 10.0000,  9.1700,  9.0600,  7.8100,  6.3100,  6.0000, -0.6495, -0.5224, -0.8154, -0.4672, -0.3401,  0.1660,  0.2930,  0.2883,  0.7103,  0.8393,  0.4220,  0.5510,  1.0552,  1.1842, -2.7455, -2.8745, -1.3397,  0.6332,  0.9469,  0.4147,  0.0372,  0.0188, 512343913830902646439936.0000, 4103030000000000094202357757968908288.0000, 43120000000000000.0000, 17460000000000000000.0000, 4524000000000000000.0000, -0.0518,  0.4706
 9.0000, 32.0000,  7.5700,  7.4600,  6.2100,  4.7100,  6.0000, -1.4655, -1.3384, -1.6215, -0.8514, -0.7243,  0.1560,  0.2831, -0.1476,  0.3191,  0.4481,  0.4667,  0.5957,  1.4740,  1.6031, -1.6274, -1.7565, -1.6488,  1.0074,  0.5463, -0.4578,  0.1444,  0.1469, 674023062261996170772480.0000, 3122349999999999806748985041719656448.0000, 35916666666666668.0000, 14050000000000000000.0000, 3275000000000000000.0000, -0.8719,  0.4665
 9.0000, 32.0000,  8.1700,  8.0600,  6.8100,  5.3100,  6.0000, -0.9356, -0.8085, -1.1913, -0.8250, -0.6979,  0.2557,  0.3827,  0.3441,  0.6785,  0.8075,  0.3344,  0.4634,  1.4150,  1.5441, -1.8654, -1.9945, -1.8096,  1.0806,  0.9359,  0.0402,  0.1399,  0.1408, 611297119069139659390976.0000, 2546480000000000026645124244138098688.0000, 34673333333333332.0000, 13480000000000000000.0000, 3078000000000000000.0000, -0.3538,  0.4547
 9.0000, 32.0000,  8.4700,  8.3600,  7.1100,  5.6100,  6.0000, -0.8061, -0.6791, -1.0374, -0.7580, -0.6310,  0.2313,  0.3583,  0.4083,  0.7848,  0.9138,  0.3764,  0.5055,  1.3657,  1.4948, -2.0740, -2.2030, -1.6801,  0.9893,  1.0318,  0.2066,  0.1321,  0.1301, 584205213942382510211072.0000, 2473239999999999975682955417084755968.0000, 34843333333333332.0000, 13560000000000000000.0000, 3107000000000000000.0000, -0.2226,  0.4564
 9.0000, 32.0000,  8.8700,  8.7600,  7.5100,  6.0100,  6.0000, -0.6678, -0.5407, -0.9249, -0.6239, -0.4969,  0.2571,  0.3841,  0.4190,  0.7369,  0.8659,  0.3178,  0.4469,  1.1988,  1.3279, -2.4860, -2.6150, -1.6102,  0.8810,  0.9986,  0.3671,  0.0892,  0.0779, 530898203592814380449792.0000, 2270050000000000018060636905472524288.0000, 34983333333333332.0000, 13620000000000000000.0000, 3125000000000000000.0000, -0.0778,  0.4629
 9.0000, 32.0000,  9.1700,  9.0600,  7.8100,  6.3100,  6.0000, -0.6038, -0.4768, -0.8991, -0.4144, -0.2874,  0.2953,  0.4224,  0.2819,  0.5170,  0.6460,  0.2351,  0.3641,  0.9448,  1.0739, -2.9185, -3.0475, -1.5059,  0.7097,  0.8021,  0.4142, -0.0110, -0.0385, 485047322781013929623552.0000, 2128120000000000132724378531289628672.0000, 35260000000000000.0000, 13750000000000000000.0000, 3172000000000000000.0000, -0.0055,  0.4713
 9.0000, 100.0000,  7.5700,  7.4600,  6.2100,  4.7100,  6.0000, -1.2743, -1.1472, -1.5752, -0.8566, -0.7296,  0.3009,  0.4280,  0.0418,  0.1747,  0.3038,  0.1330,  0.2620,  1.2905,  1.4196, -1.6584, -1.7874, -1.9510,  1.1575,  0.4933, -0.4324,  0.1434,  0.1465, 586089647003843296231424.0000, 1204610000000000021905768946300092416.0000, 27396666666666668.0000, 10270000000000000000.0000, 2051000000000000000.0000, -0.6878,  0.4594
 9.0000, 100.0000,  8.1700,  8.0600,  6.8100,  5.3100,  6.0000, -0.7870, -0.6599, -1.1836, -0.7919, -0.6648,  0.3966,  0.5237,  0.4588,  0.5351,  0.6641,  0.0763,  0.2053,  1.2648,  1.3938, -1.9035, -2.0325, -2.0391,  1.1885,  0.8745,  0.0378,  0.1389,  0.1402, 573880698134897522376704.0000, 1513130000000000032992281191816101888.0000, 29753333333333332.0000, 11290000000000000000.0000, 2364000000000000000.0000, -0.2060,  0.4539
 9.0000, 100.0000,  8.4700,  8.3600,  7.1100,  5.6100,  6.0000, -0.6556, -0.5286, -1.0256, -0.6641, -0.5370,  0.3700,  0.4971,  0.4658,  0.5517,  0.6807,  0.0859,  0.2149,  1.1200,  1.2490, -2.1834, -2.3125, -1.9229,  1.0341,  0.8875,  0.1742,  0.1280,  0.1256, 535962306192553996713984.0000, 1074070000000000011589734358642065408.0000, 27160000000000000.0000, 10170000000000000000.0000, 2022000000000000000.0000, -0.0712,  0.4573
 9.0000, 100.0000,  8.8700,  8.7600,  7.5100,  6.0100,  6.0000, -0.5822, -0.4552, -0.9968, -0.4644, -0.3374,  0.4145,  0.5416,  0.3485,  0.4090,  0.5380,  0.0605,  0.1895,  0.9395,  1.0685, -2.6917, -2.8208, -1.8351,  0.8790,  0.7545,  0.2811,  0.0747,  0.0625, 500037332563452810493952.0000, 1163740000000000027640755237387501568.0000, 28560000000000000.0000, 10770000000000000000.0000, 2202000000000000000.0000,  0.0111,  0.4663
 9.0000, 100.0000,  9.1700,  9.0600,  7.8100,  6.3100,  6.0000, -0.5407, -0.4136, -0.9919, -0.2174, -0.0903,  0.4512,  0.5783,  0.1507,  0.1732,  0.3022,  0.0224,  0.1515,  0.6910,  0.8201, -3.1261, -3.2551, -1.6844,  0.6686,  0.5341,  0.3256, -0.0875, -0.1187, 449786127963239393263616.0000, 983302999999999957136379597067124736.0000, 27953333333333332.0000, 10510000000000000000.0000, 2124000000000000000.0000,  0.0604,  0.4740
 9.5000,  1.0000,  7.5700,  7.4600,  6.2100,  4.7100,  6.0000, -1.7100, -1.5829, -1.8846, -0.8858, -0.7587,  0.1746,  0.3017, -0.3650,  0.4599,  0.5890,  0.8250,  0.9540,  1.8854,  2.0144, -1.5864, -1.7154, -1.7524,  1.0604,  0.6347, -0.5010,  0.1438,  0.1471, 604677425657457714135040.0000, 59132000000000000413457298237383770112.0000, 99256666666666672.0000, 37970000000000000000.0000, 8193000000000000000.0000, -1.1238,  0.4591
 9.5000,  1.0000,  8.1700,  8.0600,  6.8100,  5.3100,  6.0000, -1.2633, -1.1363, -1.4933, -0.8366, -0.7095,  0.2300,  0.3571,  0.0262,  0.8067,  0.9357,  0.7804,  0.9095,  1.8470,  1.9761, -1.8436, -1.9726, -1.7672,  1.0666,  0.9861, -0.0454,  0.1407,  0.1421, 524583251701491524698112.0000, 50682299999999997550552846614004760576.0000, 98846666666666672.0000, 37790000000000000000.0000, 8136000000000000000.0000, -0.6833,  0.4530
 9.5000,  1.0000,  8.4700,  8.3600,  7.1100,  5.6100,  6.0000, -1.1251, -0.9981, -1.4136, -0.7534, -0.6263,  0.2885,  0.4156,  0.0850,  0.7875,  0.9166,  0.7026,  0.8316,  1.7444,  1.8735, -2.1367, -2.2657, -1.7729,  1.0419,  0.9763,  0.0827,  0.1337,  0.1318, 460792903296462582972416.0000, 43291399999999997994478984303407529984.0000, 97946666666666672.0000, 37390000000000000000.0000, 8006000000000000000.0000, -0.5413,  0.4567
 9.5000,  1.0000,  8.8700,  8.7600,  7.5100,  6.0100,  6.0000, -0.9828, -0.8557, -1.4708, -0.5578, -0.4307,  0.4880,  0.6151,  0.0440,  0.4324,  0.5615,  0.3885,  0.5175,  1.4343,  1.5633, -2.7856, -2.9146, -1.9905,  1.0458,  0.6767,  0.1547,  0.0833,  0.0707, 355088858664284345860096.0000, 30048599999999998620445167709514104832.0000, 94600000000000000.0000, 35920000000000000000.0000, 7540000000000000000.0000, -0.3868,  0.4689
