#Field    ID    z    logM    logSFR   beta_obs   beta_obs_err   beta_SED    foiii    eoiii    EW_oiii_obs    fhb    ehb    fhanii    ehanii    EW_hanii_obs    fsii    esii    foii    eoii    AGN_flag   n_UV_filt   L_2800_sun_obs   L_2800_sun_SED
uds   09536   1.51430    8.15    0.08    -2.52     0.26   -2.26     1.37000e-16  1.60000e-17      1040.00  3.33000e-17  1.39000e-17  6.28000e-17  1.49000e-17     -10600.0     -1.00000     -1.00000     -1.00000     -1.00000       0       5  3.51655e+09  3.85080e+09
uds   09670   1.41760    9.60    0.59    -1.98     0.24   -2.13     7.36000e-17  1.39000e-17      376.000  2.36000e-17  1.26000e-17  5.74000e-17  9.55000e-18      298.000  1.06000e-17  8.62000e-18     -1.00000     -1.00000       0       4  1.10687e+10  1.13360e+10
uds   09877   1.40370   10.19    0.56    -1.63     0.25   -1.52     5.18000e-17  1.78000e-17      135.000      0.00000  8.63000e-19  7.39000e-17  1.20000e-17      175.000  7.21000e-18  9.88000e-18     -1.00000     -1.00000       0       4  8.42877e+09  9.31689e+09
uds   09907   1.46400   10.60    1.47     0.14     0.30   -0.09     2.08000e-17  1.17000e-17      32.2000  1.66000e-17  1.05000e-17  5.38000e-17  6.63000e-18      99.0000  2.06000e-17  8.57000e-18     -1.00000     -1.00000       0       4  8.16700e+09  7.79695e+09
uds   09926   1.52890   10.11    0.92    -1.32     0.24   -1.33     2.93000e-17  1.00000e-17      72.9000      0.00000  6.81000e-19  1.10000e-16  1.31000e-17      322.000     -1.00000     -1.00000     -1.00000     -1.00000       0       5  9.91764e+09  1.13692e+10
uds   10121   1.39110   10.30    0.99    -1.81     0.23   -1.65     1.64000e-16  3.78000e-17      182.000  1.66000e-17  5.30000e-17  2.15000e-16  2.86000e-17      294.000  3.16000e-18  2.45000e-17     -1.00000     -1.00000       0       4  1.96113e+10  2.09662e+10
uds   10230   1.52950   10.16    0.66    -1.61     0.25   -1.47     2.94000e-17  1.43000e-17      42.6000  1.41000e-17  1.36000e-17  6.53000e-17  1.30000e-17      94.7000     -1.00000     -1.00000     -1.00000     -1.00000       0       5  7.45235e+09  8.91828e+09
uds   10372   1.36790    9.65    0.99    -2.11     0.23   -2.13     2.33000e-16  1.74000e-17      371.000  3.78000e-17  1.52000e-17  1.63000e-16  9.60000e-18      357.000      0.00000  6.05000e-19     -1.00000     -1.00000       0       4  2.06569e+10  2.07881e+10
uds   10390   1.47060    9.43    0.35    -2.29     0.24   -2.16     5.04000e-17  1.32000e-17      331.000      0.00000  8.27000e-19  3.04000e-17  9.18000e-18      362.000  1.29000e-18  1.09000e-17     -1.00000     -1.00000       0       4  6.63357e+09  7.48080e+09
uds   10400   1.30700    8.47    0.16    -2.13     0.27   -1.93     2.92000e-17  1.01000e-17      211.000      0.00000  9.35000e-19  2.30000e-17  4.73000e-18      314.000      0.00000  3.94000e-19     -1.00000     -1.00000       0       4  2.92289e+09  3.06198e+09
uds   10403   1.42610   10.21    1.21    -1.45     0.23   -1.49     5.16000e-17  1.66000e-17      24.2000  4.74000e-17  1.68000e-17  1.55000e-16  1.14000e-17      204.000  5.23000e-17  1.22000e-17     -1.00000     -1.00000       0       4  2.10660e+10  2.25621e+10
uds   10835   1.43300    9.33    0.14    -2.15     0.26   -2.23     2.37000e-17  1.04000e-17      91.9000  2.59000e-18  9.18000e-18  2.41000e-17  5.69000e-18      324.000      0.00000  5.66000e-19     -1.00000     -1.00000       0       4  4.03852e+09  4.35190e+09
uds   11320   1.36500    9.42    0.41    -2.06     0.24   -2.13     9.31000e-17  1.31000e-17      404.000  1.78000e-18  1.09000e-17  4.19000e-17  6.63000e-18      337.000  9.51000e-18  6.08000e-18     -1.00000     -1.00000       0       4  7.73000e+09  7.82816e+09
uds   11387   1.39610    8.69    0.61    -2.69     0.24   -2.43     1.47000e-16  1.42000e-17      408.000      0.00000  6.30000e-19  7.03000e-17  7.85000e-18      114.000  1.32000e-18  7.03000e-18     -1.00000     -1.00000       0       4  6.72392e+09  8.06486e+09
uds   11393   1.36620    8.61    0.13    -2.53     0.27   -2.20     5.02000e-17  2.07000e-17      544.000      0.00000  1.11000e-18  4.47000e-17  1.42000e-17      993.000  1.15000e-17  1.21000e-17     -1.00000     -1.00000       0       4  3.62068e+09  4.00531e+09
uds   11461   1.50280    9.95    0.56    -1.35     0.31   -1.24     3.24000e-17  9.19000e-18      199.000  1.95000e-17  8.00000e-18  3.69000e-17  6.09000e-18      263.000     -1.00000     -1.00000     -1.00000     -1.00000       0       4  3.08138e+09  3.56721e+09
uds   11926   1.52620    9.88    0.71    -1.70     0.24   -1.51     3.86000e-17  1.38000e-17      101.000  2.83000e-17  1.37000e-17  4.60000e-17  1.43000e-17      138.000     -1.00000     -1.00000     -1.00000     -1.00000       0       5  1.16133e+10  1.30652e+10
uds   11973   1.47800   10.23    1.14    -1.14     0.26   -1.07     5.52000e-17  1.18000e-17      129.000  2.29000e-17  1.14000e-17  1.13000e-16  7.75000e-18      276.000  3.70000e-17  1.25000e-17     -1.00000     -1.00000       0       4  5.73696e+09  7.40596e+09
uds   12130   1.43280   10.25    1.22    -1.39     0.24   -1.32     1.61000e-17  1.66000e-17      25.7000  2.77000e-17  1.67000e-17  1.89000e-16  1.27000e-17      321.000  2.24000e-17  1.08000e-17     -1.00000     -1.00000       0       4  1.38168e+10  1.60926e+10
uds   12216   1.46050    9.31    0.46    -2.24     0.24   -2.09     5.71000e-17  1.30000e-17      631.000      0.00000  3.93000e-19  4.50000e-17  8.62000e-18      1760.00  7.63000e-18  1.20000e-17     -1.00000     -1.00000       0       4  8.41567e+09  9.04946e+09
uds   12748   1.52030    9.04    0.31    -2.22     0.25   -2.12     5.48000e-17  9.90000e-18      324.000  5.19000e-18  8.67000e-18  2.61000e-17  7.29000e-18      129.000     -1.00000     -1.00000     -1.00000     -1.00000       0       5  5.94795e+09  6.48986e+09
uds   12768   1.47030   10.54    0.62    -0.33     0.44   -0.31         0.00000  5.74000e-19      0.00000  1.41000e-17  1.07000e-17  1.27000e-16  1.02000e-17      341.000  3.66000e-17  1.20000e-17     -1.00000     -1.00000       0       4  2.14004e+09  2.48785e+09
uds   12957   1.34370    8.90    0.43    -2.42     0.24   -2.14     8.63000e-17  1.36000e-17      421.000  1.26000e-17  1.22000e-17  4.00000e-17  6.24000e-18      262.000      0.00000  5.35000e-19     -1.00000     -1.00000       0       4  7.30197e+09  7.83301e+09
uds   13101   1.35350    9.97    1.05    -1.55     0.24   -1.48     9.43000e-17  3.15000e-17      66.1000      0.00000  1.33000e-18  1.04000e-16  2.08000e-17      78.9000      0.00000  7.11000e-19     -1.00000     -1.00000       0       4  1.11234e+10  1.22149e+10
uds   13675   1.51610    8.25   -0.04    -2.24     0.41   -1.78     6.11000e-18  8.73000e-18      83.1000  1.70000e-17  7.80000e-18  2.17000e-17  6.12000e-18      1190.00     -1.00000     -1.00000     -1.00000     -1.00000       0       5  9.93447e+08  1.20011e+09
uds   13689   1.43100    9.65    0.73    -1.94     0.24   -1.85     6.60000e-17  1.44000e-17      182.000  3.20000e-17  1.34000e-17  9.39000e-17  9.75000e-18      336.000  1.58000e-17  8.63000e-18     -1.00000     -1.00000       0       4  1.34857e+10  1.46282e+10
uds   13932   1.36690    9.95    0.82    -1.97     0.23   -2.16     1.03000e-16  1.97000e-17      138.000  3.78000e-17  1.96000e-17  1.03000e-16  1.07000e-17      186.000  8.77000e-18  1.10000e-17     -1.00000     -1.00000       0       4  1.82600e+10  1.87451e+10
uds   14019   1.46110    8.99    0.81    -2.26     0.23   -1.96     3.33000e-16  1.18000e-17      645.000  4.51000e-17  1.02000e-17  1.45000e-16  6.50000e-18      345.000      0.00000  7.29000e-19     -1.00000     -1.00000       0       4  1.58241e+10  1.79491e+10
uds   14219   1.38090   10.11    0.73    -2.15     0.23   -2.00     3.98000e-17  1.89000e-17      56.3000  6.11000e-17  1.89000e-17  5.80000e-17  9.75000e-18      97.0000      0.00000  3.17000e-19     -1.00000     -1.00000       0       4  1.69860e+10  1.85329e+10
uds   15142   1.42680   11.04    1.58    -0.86     0.25   -0.68         0.00000  1.49000e-18      0.00000      0.00000  8.47000e-19  2.49000e-16  2.01000e-17      225.000  5.96000e-17  2.29000e-17     -1.00000     -1.00000       0       4  1.18648e+10  1.39461e+10
uds   15729   1.49810    9.96    0.34    -1.86     0.25   -1.93     2.91000e-17  9.67000e-18      108.000      0.00000  7.62000e-19  2.25000e-17  6.55000e-18      109.000  2.08000e-17  1.44000e-17     -1.00000     -1.00000       0       4  6.47514e+09  7.16173e+09
uds   16761   1.37950    9.50    0.51    -2.01     0.24   -2.15     5.99000e-17  1.50000e-17      175.000      0.00000  9.55000e-19  8.56000e-17  9.40000e-18      816.000  1.33000e-17  7.35000e-18     -1.00000     -1.00000       0       4  9.23137e+09  9.76745e+09
uds   16808   1.42020   10.34    0.76    -1.06     0.29   -1.17     4.63000e-17  1.81000e-17      137.000  1.88000e-18  1.82000e-17  8.52000e-17  1.36000e-17      178.000  1.08000e-17  1.14000e-17     -1.00000     -1.00000       0       4  3.98096e+09  4.43501e+09
uds   17001   1.40590    9.24    0.66    -2.08     0.24   -2.04     1.33000e-16  1.10000e-17      256.000  2.89000e-17  9.08000e-18  8.00000e-17  6.00000e-18      322.000  1.68000e-17  5.36000e-18     -1.00000     -1.00000       0       4  1.02920e+10  1.11230e+10
uds   17041   1.42040    9.54    0.42    -1.64     0.26   -1.68     5.23000e-17  1.46000e-17      180.000  3.26000e-17  1.38000e-17  3.78000e-17  8.56000e-18      92.2000  9.73000e-18  8.44000e-18     -1.00000     -1.00000       0       4  5.97208e+09  6.26535e+09
uds   17076   1.28700    8.75    0.20    -2.04     0.25   -2.01     4.92000e-17  1.12000e-17      1360.00  8.23000e-18  1.20000e-17  1.96000e-17  4.81000e-18      337.000      0.00000  3.80000e-19     -1.00000     -1.00000       0       4  3.68916e+09  3.96178e+09
uds   17130   1.42240   10.45    0.81    -1.59     0.24   -1.52         0.00000  1.55000e-18      0.00000  4.79000e-17  3.65000e-17  1.85000e-16  2.04000e-17      256.000  7.18000e-17  2.53000e-17     -1.00000     -1.00000       0       4  1.57798e+10  1.77918e+10
uds   17250   1.47100    9.84    0.72    -1.48     0.25   -1.38     1.45000e-16  1.23000e-17      456.000  1.14000e-17  1.05000e-17  1.14000e-16  8.53000e-18      271.000  1.64000e-17  1.05000e-17     -1.00000     -1.00000       0       4  6.86635e+09  7.87558e+09
uds   17465   1.45750    9.22    0.22    -2.00     0.26   -2.13     7.93000e-17  1.15000e-17      356.000  2.76000e-18  1.01000e-17  3.55000e-17  6.36000e-18      77.7000      0.00000  5.30000e-19     -1.00000     -1.00000       0       4  4.82078e+09  4.97937e+09
uds   17592   1.36720    8.48   -0.04    -2.41     0.30   -2.02     8.76000e-17  1.29000e-17      972.000  1.90000e-17  1.07000e-17  2.59000e-17  5.87000e-18      667.000      0.00000  4.53000e-19     -1.00000     -1.00000       0       4  2.01226e+09  2.37760e+09
uds   18355   1.40820   10.05    0.92    -1.88     0.23   -1.84     7.15000e-17  1.48000e-17      90.5000  7.96000e-18  1.38000e-17  8.12000e-17  9.82000e-18      160.000  2.75000e-17  8.82000e-18     -1.00000     -1.00000       0       4  2.25552e+10  2.45209e+10
uds   18525   1.44300    8.87    0.32    -2.35     0.25   -2.33     7.69000e-17  9.60000e-18      511.000  1.57000e-17  8.71000e-18  3.85000e-17  5.34000e-18      482.000  3.85000e-18  5.98000e-18     -1.00000     -1.00000       0       4  5.68998e+09  5.91161e+09
uds   19150   1.47330    9.32    0.47    -2.32     0.24   -2.11     7.58000e-17  1.24000e-17      281.000  2.70000e-17  1.27000e-17  4.30000e-17  8.14000e-18      316.000      0.00000  3.42000e-19     -1.00000     -1.00000       0       4  8.32767e+09  9.23267e+09
uds   19157   1.42720    9.19    0.43    -1.95     0.25   -1.92     2.10000e-17  1.31000e-17      77.0000      0.00000  7.67000e-19  3.66000e-17  1.02000e-17      371.000  2.01000e-17  9.44000e-18     -1.00000     -1.00000       0       4  5.76688e+09  6.24347e+09
uds   19160   1.42180    8.55   -0.19    -2.25     0.32   -2.03     2.40000e-17  1.03000e-17      366.000  2.84000e-17  9.04000e-18  2.32000e-17  5.12000e-18      712.000      0.00000  4.52000e-19     -1.00000     -1.00000       0       4  1.86578e+09  2.01128e+09
uds   19514   1.44330    9.32    0.26    -2.31     0.24   -2.18     5.64000e-17  1.28000e-17      454.000  1.60000e-18  1.09000e-17  2.82000e-17  7.06000e-18      260.000  2.59000e-18  7.23000e-18     -1.00000     -1.00000       0       4  5.60137e+09  6.15011e+09
uds   19523   1.38350   10.83    1.61    -0.44     0.25   -0.32     2.99000e-17  1.86000e-17      33.1000  5.05000e-17  1.89000e-17  1.54000e-16  1.02000e-17      124.000  3.24000e-17  1.04000e-17     -1.00000     -1.00000       0       4  1.15063e+10  1.20517e+10
uds   19534   1.36080    8.78   -0.25    -2.18     0.32   -2.08     4.69000e-17  1.18000e-17      710.000      0.00000  8.99000e-19  2.27000e-17  5.76000e-18      465.000      0.00000  4.88000e-19     -1.00000     -1.00000       0       4  1.65573e+09  1.76908e+09
uds   19623   1.52470    9.09    0.24    -2.12     0.26   -2.15     4.66000e-17  1.08000e-17      444.000  5.38000e-18  9.32000e-18  3.45000e-17  9.90000e-18      753.000     -1.00000     -1.00000     -1.00000     -1.00000       0       5  4.85989e+09  5.06941e+09
uds   19627   1.41080    9.70    0.53    -1.60     0.26   -1.38     8.24000e-17  1.91000e-17      308.000  1.01000e-17  1.70000e-17  6.21000e-17  1.17000e-17      362.000  1.92000e-17  1.02000e-17     -1.00000     -1.00000       0       4  5.46108e+09  6.01711e+09
uds   19676   1.35950    9.49    0.50    -2.09     0.24   -2.14     1.25000e-16  2.01000e-17      462.000  1.49000e-17  1.83000e-17  8.83000e-17  1.21000e-17      453.000  7.25000e-18  1.01000e-17     -1.00000     -1.00000       0       4  9.16068e+09  9.64221e+09
uds   19754   1.45700    9.69    0.80    -1.95     0.23   -1.85     2.19000e-16  1.48000e-17      602.000  2.38000e-17  1.29000e-17  1.75000e-16  9.56000e-18      581.000  2.27000e-17  9.78000e-18     -1.00000     -1.00000       0       4  1.53485e+10  1.67162e+10
uds   19943   1.48350    9.25    0.57    -1.74     0.29   -1.34     4.15000e-17  1.03000e-17      215.000      0.00000  6.78000e-19  2.08000e-17  6.77000e-18      151.000     -1.00000     -1.00000     -1.00000     -1.00000       0       4  3.68080e+09  4.15381e+09
uds   20013   1.33500    9.05    0.31    -2.23     0.24   -2.05     7.28000e-17  1.22000e-17      350.000  2.20000e-17  1.13000e-17  4.29000e-17  5.56000e-18      293.000  1.01000e-18  5.84000e-18     -1.00000     -1.00000       0       4  5.97442e+09  6.30360e+09
uds   20111   1.41420    9.69    0.90    -1.65     0.24   -1.50     3.41000e-17  1.51000e-17      97.9000      0.00000  4.55000e-19  5.13000e-17  9.10000e-18      104.000      0.00000  3.00000e-19     -1.00000     -1.00000       0       4  9.38043e+09  1.02238e+10
uds   20271   1.41470    9.27    0.36    -2.11     0.24   -2.09     4.11000e-17  1.10000e-17      315.000  2.61000e-17  1.00000e-17  3.74000e-17  6.46000e-18      334.000      0.00000  4.45000e-19     -1.00000     -1.00000       0       4  7.32331e+09  7.44247e+09
uds   20398   1.40530    8.60    0.09    -2.42     0.26   -2.22     1.17000e-16  9.24000e-18      2550.00  1.63000e-17  8.33000e-18  4.17000e-17  4.71000e-18      383.000      0.00000  3.99000e-19     -1.00000     -1.00000       0       4  3.35389e+09  3.68094e+09
uds   20764   1.33990    9.05    0.09    -2.48     0.25   -2.30     4.61000e-17  1.47000e-17      392.000      0.00000  8.71000e-19  3.22000e-17  8.74000e-18      269.000     -1.00000     -1.00000     -1.00000     -1.00000       0       4  3.97994e+09  4.28898e+09
uds   21322   1.43330    9.23    0.23    -2.19     0.25   -2.01     6.38000e-17  1.12000e-17      124.000      0.00000  4.01000e-19  1.78000e-17  5.59000e-18      39.6000  4.35000e-18  6.10000e-18     -1.00000     -1.00000       0       4  6.31699e+09  6.25289e+09
uds   21390   1.45950    8.51    0.22    -2.58     0.25   -2.32     4.63000e-17  8.32000e-18      725.000  9.82000e-18  7.66000e-18  2.12000e-17  4.69000e-18      389.000      0.00000  4.52000e-19     -1.00000     -1.00000       0       4  4.49505e+09  5.03816e+09
uds   21702   1.37820    8.52    0.12    -2.08     0.26   -2.20     1.11000e-16  1.01000e-17      849.000  1.34000e-17  8.99000e-18  4.69000e-17  4.97000e-18      1450.00  1.15000e-17  5.13000e-18     -1.00000     -1.00000       0       4  3.94937e+09  3.86718e+09
uds   21760   1.34210    9.50    0.71    -1.39     0.25   -1.55     9.64000e-17  1.49000e-17      309.000  9.86000e-18  1.32000e-17  5.52000e-17  6.87000e-18      267.000  7.86000e-18  7.14000e-18     -1.00000     -1.00000       0       4  6.71908e+09  6.93531e+09
uds   22060   1.43350    9.28    0.28    -1.99     0.25   -2.15     9.20000e-17  1.02000e-17      797.000  1.06000e-17  9.24000e-18  4.54000e-17  5.43000e-18      704.000  4.67000e-20  6.10000e-18     -1.00000     -1.00000       0       4  6.06576e+09  6.25577e+09
uds   22109   1.50110    8.10   -0.03    -2.25     0.28   -2.40         0.00000  5.16000e-19      0.00000  2.00000e-17  9.26000e-18  3.78000e-17  6.89000e-18      508.000     -1.00000     -1.00000     -1.00000     -1.00000       0       4  2.99423e+09  2.94240e+09
uds   22273   1.44780    9.43    0.04    -1.86     0.30   -1.65     2.27000e-17  9.72000e-18      301.000      0.00000  4.10000e-19  1.90000e-17  6.09000e-18      164.000      0.00000  3.03000e-19     -1.00000     -1.00000       0       4  2.40127e+09  2.63778e+09
uds   22341   1.37360    9.61    0.92    -1.89     0.23   -2.10     1.57000e-16  1.29000e-17      286.000  3.04000e-17  1.17000e-17  1.19000e-16  6.45000e-18      315.000  2.56000e-18  6.58000e-18     -1.00000     -1.00000       0       4  2.26484e+10  2.18880e+10
uds   22363   1.38850    9.31    0.59    -2.18     0.24   -2.12     5.30000e-17  1.43000e-17      257.000  3.08000e-17  1.38000e-17  2.34000e-17  7.56000e-18      138.000  2.09000e-17  7.74000e-18     -1.00000     -1.00000       0       4  1.16997e+10  1.22108e+10
uds   22461   1.40490    8.72   -0.02    -2.26     0.28   -2.12     8.34000e-17  1.10000e-17      108.000      0.00000  7.86000e-19  2.70000e-17  5.56000e-18      792.000  7.20000e-18  5.90000e-18     -1.00000     -1.00000       0       4  2.86688e+09  2.87423e+09
uds   22884   1.42900    9.24    0.17    -1.75     0.29   -2.08     3.86000e-17  1.12000e-17      257.000  9.34000e-18  9.78000e-18  3.40000e-17  6.84000e-18      424.000  1.48000e-18  6.22000e-18     -1.00000     -1.00000       0       4  3.94950e+09  3.90103e+09
uds   23015   1.47550   10.56    1.28    -0.93     0.24   -1.21     7.49000e-18  1.42000e-17      7.83000  3.44000e-17  1.39000e-17  9.14000e-17  9.39000e-18      104.000  1.43000e-17  1.45000e-17     -1.00000     -1.00000       0       4  1.90393e+10  1.96319e+10
uds   23060   1.34420    9.42    1.02    -2.12     0.24   -1.46     4.44000e-17  1.31000e-17      138.000  6.92000e-18  1.17000e-17  3.09000e-17  6.05000e-18      196.000  6.12000e-18  6.31000e-18     -1.00000     -1.00000       0       4  7.60796e+09  8.55646e+09
uds   23173   1.29020    8.77    0.16    -2.60     0.24   -2.22     7.51000e-17  1.45000e-17      289.000      0.00000  1.11000e-18  3.28000e-17  6.90000e-18      297.000  2.19000e-18  6.00000e-18     -1.00000     -1.00000       0       4  4.37201e+09  4.70241e+09
uds   23336   1.45770    9.72    0.49    -1.98     0.24   -2.16     4.78000e-17  1.73000e-17      157.000  4.13000e-17  1.80000e-17  3.36000e-17  1.05000e-17      147.000      0.00000  7.60000e-19     -1.00000     -1.00000       0       4  9.68309e+09  1.00918e+10
uds   23636   1.47010    8.96    0.33    -2.25     0.25   -2.29     1.11000e-16  9.04000e-18      1010.00  3.21000e-17  8.26000e-18  4.18000e-17  5.29000e-18      809.000      0.00000  4.50000e-19     -1.00000     -1.00000       0       4  6.16182e+09  6.37249e+09
uds   23758   1.43060    9.16    0.54    -2.21     0.24   -2.25     6.21000e-17  1.75000e-17      324.000      0.00000  5.26000e-19  4.36000e-17  1.11000e-17      357.000  7.59000e-19  1.20000e-17     -1.00000     -1.00000       0       4  9.50841e+09  9.69997e+09
uds   24022   1.41730    9.80    0.28    -2.06     0.26   -2.08     2.50000e-17  1.89000e-17      68.6000  1.66000e-18  1.89000e-17  5.13000e-17  1.04000e-17      173.000  2.33000e-17  1.09000e-17     -1.00000     -1.00000       0       4  5.44664e+09  6.19661e+09
uds   24046   1.39440    9.25    0.33    -1.75     0.26   -1.69     4.15000e-17  1.92000e-17      119.000      0.00000  5.70000e-19  5.79000e-17  1.08000e-17      1860.00  3.31000e-17  1.11000e-17     -1.00000     -1.00000       0       4  4.90083e+09  5.16166e+09
uds   24113   1.41840    9.51    0.52    -1.96     0.24   -2.14     6.52000e-17  1.19000e-17      257.000  1.27000e-17  1.08000e-17  3.78000e-17  6.21000e-18      186.000  3.56000e-18  6.63000e-18     -1.00000     -1.00000       0       4  1.03287e+10  1.00734e+10
uds   24159   1.47540    9.81    0.80    -1.87     0.23   -2.13     1.01000e-16  1.27000e-17      132.000  1.68000e-17  1.09000e-17  4.97000e-17  7.50000e-18      168.000      0.00000  6.25000e-19     -1.00000     -1.00000       0       4  2.00920e+10  1.91937e+10
uds   24312   1.34000    8.83   -0.07    -2.46     0.27   -2.12     4.19000e-17  1.13000e-17      365.000      0.00000  7.38000e-19  2.88000e-17  6.36000e-18      518.000  4.00000e-18  5.55000e-18     -1.00000     -1.00000       0       4  2.45140e+09  2.72844e+09
uds   24741   1.40750    9.59    0.71    -1.65     0.24   -1.56     6.18000e-17  1.58000e-17      160.000  1.30000e-17  1.60000e-17  9.91000e-17  8.70000e-18      375.000  4.05000e-17  9.21000e-18     -1.00000     -1.00000       0       4  9.25414e+09  9.91950e+09
uds   24743   1.40890    9.81    0.72    -0.79     0.90   -0.03     1.83000e-17  1.26000e-17      24500.0  2.57000e-17  1.19000e-17  2.66000e-17  7.32000e-18      298.000      0.00000  3.34000e-19     -1.00000     -1.00000       0       4  7.51698e+08  9.39427e+08
uds   24839   1.40440    9.61    0.76    -2.30     0.23   -2.11     5.13000e-17  2.10000e-17      111.000  3.74000e-17  2.07000e-17  5.48000e-17  1.11000e-17      170.000  2.77000e-19  1.15000e-17     -1.00000     -1.00000       0       4  1.71434e+10  1.80913e+10
uds   25164   1.41540    9.64    0.76    -1.81     0.23   -1.72     6.15000e-17  1.21000e-17      135.000  2.11000e-17  1.08000e-17  6.02000e-17  7.42000e-18      205.000  1.30000e-17  6.56000e-18     -1.00000     -1.00000       0       4  1.30619e+10  1.38253e+10
uds   25182   1.40700    8.89    0.17    -2.25     0.26   -2.13     7.29000e-17  1.43000e-17      770.000  8.17000e-18  1.27000e-17  4.26000e-17  8.81000e-18      1310.00  1.47000e-18  7.78000e-18     -1.00000     -1.00000       0       4  4.38248e+09  4.65537e+09
uds   25228   1.50200    9.29    0.74    -1.86     0.24   -1.96     1.57000e-16  1.53000e-17      522.000  3.11000e-17  1.26000e-17  6.16000e-17  1.03000e-17      320.000     -1.00000     -1.00000     -1.00000     -1.00000       0       4  1.37676e+10  1.40931e+10
uds   25264   1.52300    9.80    0.85    -1.76     0.23   -1.93     6.60000e-17  1.12000e-17      157.000  1.44000e-18  1.05000e-17  4.36000e-17  9.61000e-18      120.000     -1.00000     -1.00000     -1.00000     -1.00000       0       5  2.00025e+10  2.03260e+10
uds   25270   1.41340    9.23    0.66    -2.14     0.23   -2.22     1.06000e-16  1.77000e-17      80.9000      0.00000  5.22000e-19  8.61000e-17  1.11000e-17      825.000  3.67000e-17  1.16000e-17     -1.00000     -1.00000       0       4  1.29076e+10  1.36343e+10
uds   25419   1.52550   10.20    0.60    -1.08     0.40   -1.17     4.51000e-17  1.14000e-17      224.000      0.00000  3.35000e-19  3.50000e-17  1.01000e-17      138.000     -1.00000     -1.00000     -1.00000     -1.00000       0       5  2.79489e+09  3.20417e+09
uds   25457   1.40820   10.50    1.19    -1.80     0.24   -1.40     2.19000e-17  2.37000e-17      18.4000  1.14000e-17  2.37000e-17  7.76000e-17  1.29000e-17      108.000  9.23000e-17  1.33000e-17     -1.00000     -1.00000       0       4  1.50098e+10  1.68464e+10
uds   25607   1.45820    9.82    0.43    -1.80     0.25   -1.71     5.28000e-17  1.72000e-17      150.000  5.84000e-17  1.80000e-17  6.56000e-17  1.11000e-17      348.000  3.64000e-17  1.51000e-17     -1.00000     -1.00000       0       4  7.35067e+09  7.81778e+09
uds   25642   1.42160   10.60    1.08    -1.59     0.23   -1.63     6.48000e-17  2.83000e-17      52.3000  1.07000e-16  2.86000e-17  2.44000e-16  1.61000e-17      237.000  2.59000e-17  1.80000e-17     -1.00000     -1.00000       0       4  2.39496e+10  2.56949e+10
uds   25715   1.37430    9.40    0.63    -1.94     0.23   -2.04     1.71000e-16  1.82000e-17      594.000  2.58000e-17  1.51000e-17  6.93000e-17  8.82000e-18      220.000      0.00000  6.47000e-19     -1.00000     -1.00000       0       4  1.29648e+10  1.31802e+10
uds   25758   1.29320    9.97    1.66    -1.51     0.23   -1.39     1.12000e-16  1.69000e-17      55.5000  2.75000e-17  1.86000e-17  3.35000e-16  1.01000e-17      241.000  1.79000e-16  9.11000e-18     -1.00000     -1.00000       0       4  4.27316e+10  4.27503e+10
uds   25866   1.40780    9.76    1.37    -1.68     0.23   -1.39     9.39000e-17  2.13000e-17      147.000  5.41000e-17  2.39000e-17  1.91000e-16  1.25000e-17      427.000  4.75000e-17  1.31000e-17     -1.00000     -1.00000       0       4  1.65397e+10  1.89665e+10
uds   26236   1.43540    9.22    0.25    -2.59     0.25   -2.30     5.85000e-17  2.35000e-17      350.000      0.00000  7.54000e-19  5.77000e-17  1.64000e-17      130.000  8.35000e-18  2.15000e-17     -1.00000     -1.00000       0       4  5.94645e+09  6.42828e+09
uds   26435   1.43940    8.42    0.20    -1.82     0.27   -1.88     6.17000e-17  1.08000e-17      1120.00  8.32000e-18  9.04000e-18  2.76000e-17  5.85000e-18      1130.00  1.03000e-17  5.97000e-18     -1.00000     -1.00000       0       4  3.40300e+09  3.37036e+09
uds   26795   1.52180    9.24    0.38    -2.14     0.24   -2.10     2.32000e-17  1.14000e-17      93.9000  1.90000e-17  9.95000e-18  3.36000e-17  8.42000e-18      784.000     -1.00000     -1.00000     -1.00000     -1.00000       0       5  7.47848e+09  7.64245e+09
uds   26963   1.42990    9.44    0.39    -2.15     0.24   -2.13     4.11000e-17  1.57000e-17      149.000  1.07000e-19  1.44000e-17  6.43000e-17  1.16000e-17      362.000      0.00000  6.43000e-19     -1.00000     -1.00000       0       4  7.48388e+09  8.10465e+09
uds   27251   1.42550    8.70    0.30    -2.11     0.24   -2.19     8.20000e-17  1.01000e-17      435.000  1.52000e-17  9.06000e-18  4.73000e-17  5.35000e-18      808.000      0.00000  4.77000e-19     -1.00000     -1.00000       0       4  5.72069e+09  5.71664e+09
uds   27390   1.52780    8.88    0.96    -2.27     0.23   -1.96     3.25000e-16  1.02000e-17      676.000  5.99000e-17  8.68000e-18  1.93000e-16  7.74000e-18      934.000     -1.00000     -1.00000     -1.00000     -1.00000       0       5  2.23813e+10  2.44717e+10
uds   27454   1.40620   10.46    1.12    -1.78     0.27   -1.12     1.78000e-17  1.40000e-17      53.0000      0.00000  1.05000e-18  1.35000e-16  9.03000e-18      414.000  2.11000e-17  7.56000e-18     -1.00000     -1.00000       0       3  4.43084e+09  6.11055e+09
