#Field    ID    z    logM    logSFR   beta_obs   beta_obs_err   beta_SED    foiii    eoiii    EW_oiii_obs    fhb    ehb    fhanii    ehanii    EW_hanii_obs    fsii    esii    foii    eoii    fsiii_9069    esiii_9069    fsiii_9532    esiii_9532    AGN_flag    grism_flag
Par385   117   0.72925    8.91    0.16   -99.00   -99.00   -99.00     4.16500e-17  5.29623e-17      132.000  6.65000e-17  5.63565e-17  8.36000e-17  2.22740e-17      283.500  8.71500e-17  3.57975e-17     -1.00000     -1.00000  2.95500e-18  5.36695e-18  7.32500e-18  1.33007e-17       0      3.00000
Par385   172   1.46170    8.48    0.43   -99.00   -99.00   -99.00     1.78000e-16  1.93768e-17      18700.0  3.06500e-18  1.69012e-17  5.75500e-17  1.04881e-17      983.000  1.50000e-17  1.25174e-17  1.59650e-17  2.12840e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par386   15   0.34070    9.46    0.59   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.82000e-16  5.43058e-17      58.3500  7.18500e-17  4.82247e-17     -1.00000     -1.00000      0.00000  7.48592e-17      0.00000  6.33424e-17       0      3.00000
Par386   17   0.98190   10.93    2.01   -99.00   -99.00   -99.00     3.23000e-17  3.25269e-17      6.50000  6.65000e-17  3.21026e-17  2.78000e-16  3.84666e-17      66.6000  4.26500e-19  3.76181e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par386   24   0.83775    9.66    1.53   -99.00   -99.00   -99.00     2.76000e-16  3.66284e-17      82.6000  1.25500e-16  3.76247e-17  6.15500e-16  4.64560e-17      251.000  1.19500e-16  3.90448e-17     -1.00000     -1.00000  9.81000e-17  4.29214e-17     -1.00000     -1.00000       0      3.00000
Par386   50   0.59660    9.12    0.56   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  9.35000e-17  1.34209e-17      83.3000  5.97000e-17  1.20350e-17     -1.00000     -1.00000  2.43000e-18  5.69928e-18  6.03000e-18  1.41139e-17       0      3.00000
Par386   59   1.17010    9.25    1.04   -99.00   -99.00   -99.00     1.96000e-16  1.97990e-17      212.000  2.81000e-17  1.36754e-17  1.42000e-16  2.07889e-17      365.000  5.29000e-17  1.90919e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par386   65   1.17545   10.00    0.54   -99.00   -99.00   -99.00     5.82500e-17  2.12840e-17      121.000  2.29500e-17  1.77485e-17  1.15500e-16  2.92036e-17      329.000  2.76000e-17  2.38296e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par386   94   1.52290    9.60    1.51   -99.00   -99.00   -99.00     8.04000e-17  3.16784e-17      199.000  5.51000e-17  3.05470e-17  1.43000e-16  4.12950e-17      616.000     -1.00000     -1.00000  5.03000e-17  2.24860e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par386   96   0.79175    8.91    0.66   -99.00   -99.00   -99.00     1.41500e-16  3.43657e-17      158.000  2.14000e-17  3.34468e-17  7.60500e-17  3.35882e-17      134.000  9.76500e-18  3.08302e-17     -1.00000     -1.00000      0.00000  1.33403e-17     -1.00000     -1.00000       0      3.00000
Par386   138   1.77930    9.19    0.91   -99.00   -99.00   -99.00     1.32000e-16  2.10718e-17      766.000  4.08000e-18  1.88090e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.76000e-17  1.26006e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par386   298   2.26730    8.84    0.65   -99.00   -99.00   -99.00     8.98000e-17  2.26274e-17      2410.00  1.14000e-17  1.58392e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.08000e-16  2.77186e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par388   21   1.13960   10.30    1.57   -99.00   -99.00   -99.00     1.82000e-16  5.41644e-17      60.1000  1.21000e-16  5.07703e-17  2.46000e-16  5.72756e-17      119.000  6.86000e-17  4.96389e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par388   23   1.22570    9.83    1.54   -99.00   -99.00   -99.00     2.32500e-16  6.68425e-17      161.000  2.45000e-17  4.14000e-17  4.55000e-16  6.15599e-17      417.500  4.39000e-17  5.40227e-17  4.16000e-16  1.25000e-16     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par388   27   0.99720   10.35    1.49   -99.00   -99.00   -99.00     8.86000e-17  3.42240e-17      48.3000      0.00000  3.88317e-17  1.15000e-16  2.77186e-17      88.2000      0.00000  3.17672e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par388   38   1.01160    9.53    1.18   -99.00   -99.00   -99.00     1.34000e-16  3.28098e-17      88.5000  3.12000e-17  2.72943e-17  1.73000e-16  2.75772e-17      141.000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par388   40   1.19490    9.81    1.33   -99.00   -99.00   -99.00     2.97000e-17  2.72943e-17      31.1000  5.51000e-17  2.26274e-17  1.62000e-16  2.46073e-17      226.000  5.45000e-17  1.99404e-17  7.68000e-17  1.31239e-16     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par388   42   1.56825   10.30    1.39   -99.00   -99.00   -99.00     2.52000e-16  4.55379e-17      353.500  4.99000e-17  4.01639e-17  3.39500e-16  8.97341e-17      421.500     -1.00000     -1.00000  8.32500e-17  4.24266e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par388   47   1.48260    9.42    1.36   -99.00   -99.00   -99.00     4.05000e-16  3.94566e-17      544.000  2.05000e-17  3.67696e-17  2.57000e-16  2.60215e-17      401.000  3.55000e-17  4.24264e-17  2.27000e-16  4.20021e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par388   63   1.53730    9.24    1.19   -99.00   -99.00   -99.00     2.55000e-16  4.24264e-17      367.000  9.67000e-17  3.90323e-17  1.77000e-16  5.00632e-17      491.000     -1.00000     -1.00000  8.04000e-17  3.95980e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par388   86   0.95270    9.07    0.75   -99.00   -99.00   -99.00     6.56000e-17  2.87085e-17      90.3000  2.71000e-17  2.41831e-17  1.13000e-16  2.43245e-17      364.000  1.77000e-17  1.85262e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par388   119   1.55025    8.76    0.66   -99.00   -99.00   -99.00     6.83500e-16  4.74469e-17      2580.00  6.57000e-17  4.01637e-17  2.76500e-16  5.81949e-17      4250.00     -1.00000     -1.00000  1.15000e-16  3.86788e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par388   127   1.19125    8.94    0.81   -99.00   -99.00   -99.00     1.01000e-16  2.70000e-17      134.000  4.80000e-17  2.55000e-17  7.93000e-17  2.76481e-17      345.000  5.79000e-18  1.88000e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par391   15   0.99105   10.51    1.67   -99.00   -99.00   -99.00     1.02000e-17  1.02000e-17      2.90000  6.63500e-17  2.82136e-17  1.26500e-16  2.94871e-17      42.1000      0.00000  3.94691e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par391   16   0.43195    9.70    0.48   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.87000e-16  1.95161e-17      60.4000  5.33000e-17  1.95161e-17     -1.00000     -1.00000  9.96500e-18  6.37104e-18  2.47500e-17  1.58392e-17       0      3.00000
Par391   45   0.86740    9.40    0.81   -99.00   -99.00   -99.00     1.25000e-16  2.44659e-17      89.0000  1.59000e-17  2.27688e-17  1.23000e-16  2.40416e-17      185.000  5.40000e-17  2.12132e-17     -1.00000     -1.00000      0.00000  3.11434e-17     -1.00000     -1.00000       0      3.00000
Par391   46   1.45035    9.95    1.16   -99.00   -99.00   -99.00     8.23000e-17  1.75000e-17      120.000  7.80000e-18  7.80000e-18  1.41500e-16  2.25078e-17      419.000  2.29500e-17  2.26259e-17  9.12000e-17  2.49898e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par391   55   1.45100    9.79    1.33   -99.00   -99.00   -99.00     1.35500e-16  2.40416e-17      327.500  2.90500e-17  2.13546e-17  1.42000e-16  1.69706e-17      382.000  2.14000e-17  1.70414e-17  9.18500e-17  2.22740e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par391   106   0.64235    8.03   -0.02   -99.00   -99.00   -99.00     3.63000e-16  5.32463e-17      1470.00  2.70000e-17  4.01000e-17  1.30500e-16  1.20917e-17      329.500  1.27500e-17  1.00551e-17     -1.00000     -1.00000  8.60500e-18  3.66989e-18  2.13500e-17  9.11463e-18       0      3.00000
Par391   121   0.94090    9.15    1.13   -99.00   -99.00   -99.00     6.30500e-17  1.35270e-17      143.500  4.03000e-18  1.06208e-17  5.24000e-17  1.18511e-17      239.000  7.00500e-18  1.02531e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par391   222   2.04725    8.88    0.68   -99.00   -99.00   -99.00     7.33500e-17  1.30604e-17      1160.00  5.27000e-18  8.73279e-18     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  5.50000e-17  2.52622e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par391   506   0.69105    7.25   -0.77   -99.00   -99.00   -99.00     1.49000e-16  3.33802e-17      128.000  1.08000e-18  1.08000e-18  4.13000e-17  9.13582e-18      403.000      0.00000  1.50678e-17     -1.00000     -1.00000  4.45500e-18  3.34552e-18  1.10450e-17  8.30347e-18       0      3.00000
Par395   10   0.34555    9.95    0.68   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  6.30500e-16  1.21026e-16      49.9000  2.25000e-16  9.09433e-17     -1.00000     -1.00000      0.00000  6.57418e-17      0.00000  5.71042e-17       0      3.00000
Par395   11   0.44550   10.33    1.04   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.94000e-16  4.56791e-17      41.2000  5.67000e-17  3.39411e-17     -1.00000     -1.00000  2.32000e-17  4.89318e-17     -1.00000     -1.00000       0      3.00000
Par395   14   0.89670   11.34    2.32   -99.00   -99.00   -99.00     6.01000e-16  6.02455e-17      71.2000     -1.00000     -1.00000  1.46000e-15  1.04793e-16      180.000  1.83000e-16  8.83883e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par395   19   0.65810   10.53    1.30   -99.00   -99.00   -99.00     5.50700e-17  1.49282e-16      16.0000     -1.00000     -1.00000  8.58000e-16  4.11000e-17      147.000  2.27000e-16  3.87000e-17     -1.00000     -1.00000  1.24500e-17  2.71621e-17  3.09000e-17  6.72655e-17       0      3.00000
Par395   29   0.59090    9.94    0.74   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.47500e-16  3.36595e-17      134.000  1.22000e-16  2.92773e-17     -1.00000     -1.00000  2.74000e-18  1.64770e-17  6.79500e-18  4.08747e-17       0      3.00000
Par395   38   0.44760    9.42    0.23   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.72000e-16  3.97394e-17      69.5000  8.42000e-17  3.35169e-17     -1.00000     -1.00000      0.00000  4.05488e-17      0.00000  3.64219e-17       0      3.00000
Par395   49   1.07960   10.00    0.99   -99.00   -99.00   -99.00     1.00000e-16  3.12541e-17      91.7000  9.34000e-18  3.02642e-17  2.51000e-16  5.33159e-17      380.000      0.00000  3.35427e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par395   93   1.37330    9.47    0.84   -99.00   -99.00   -99.00     3.93000e-16  3.83252e-17      761.000  4.66000e-17  3.53553e-17  1.21000e-16  1.99404e-17      470.000  2.40000e-17  1.83848e-17  4.97000e-17  2.77186e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par396   17   0.64150   10.58    2.08   -99.00   -99.00   -99.00     1.27000e-16  1.10000e-16      20.4000  2.15000e-16  1.42000e-16  5.54000e-16  4.38427e-17      74.3000  1.07750e-16  3.61349e-17     -1.00000     -1.00000  2.26500e-17  1.61227e-17  5.61500e-17  4.00245e-17       0      3.00000
Par396   29   0.95080   10.04    1.64   -99.00   -99.00   -99.00     1.29000e-16  4.94975e-17      53.7000      0.00000  5.27365e-17  2.61000e-16  5.78413e-17      140.000  8.75000e-17  4.68105e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par396   30   0.46675    9.10    0.70   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.35500e-16  4.08730e-17      131.000  1.00450e-16  3.09793e-17     -1.00000     -1.00000  3.34500e-17  1.28431e-17  8.30000e-17  3.18248e-17       0      3.00000
Par396   31   0.76520    9.59    1.29   -99.00   -99.00   -99.00     6.65000e-17  5.43058e-17      18.6000  1.37000e-17  5.47301e-17  2.20000e-16  6.27911e-17      110.000  9.60000e-17  4.63862e-17     -1.00000     -1.00000      0.00000  3.57981e-17      0.00000  7.19800e-17       0      3.00000
Par396   36   1.22850   10.98    2.37   -99.00   -99.00   -99.00         0.00000  5.54246e-17      0.00000  6.92500e-17  2.84016e-17  1.26500e-16  3.64397e-17      91.0500  1.28000e-17  3.33781e-17      0.00000  9.27551e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par396   92   1.10510    8.45    0.50   -99.00   -99.00   -99.00     3.58000e-16  2.81428e-17      883.000  6.92000e-17  2.10718e-17  1.10000e-16  2.67286e-17      890.000  7.23000e-18  2.46073e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par396   101   1.49310    8.96    0.92   -99.00   -99.00   -99.00     1.15000e-16  3.05470e-17      1250.00  2.32000e-17  2.61630e-17  1.07000e-16  2.23446e-17      1580.00      0.00000  5.32652e-17  9.39000e-17  2.40416e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par396   162   1.26765    8.46    0.30   -99.00   -99.00   -99.00     1.35000e-16  1.83000e-17      766.000  1.07000e-17  1.07000e-17  7.90500e-17  2.23332e-17      2270.00     -1.00000     -1.00000  1.19500e-16  5.24269e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par396   179   0.76180    8.22   -0.06   -99.00   -99.00   -99.00     1.97000e-16  4.34164e-17      238.000  1.64000e-17  4.07294e-17  1.08000e-16  3.90323e-17      259.000  2.28000e-17  3.19612e-17     -1.00000     -1.00000  1.44000e-17  1.28693e-17  3.58000e-17  3.19612e-17       0      3.00000
Par397   18   0.43200    9.64    0.29   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.76500e-16  3.23858e-17      51.1500  6.57000e-17  2.99107e-17     -1.00000     -1.00000      0.00000  4.17484e-17      0.00000  3.63259e-17       0      3.00000
Par397   84   1.36355    9.53    1.01   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000  1.31650e-17  4.37104e-17  7.61500e-17  2.08626e-17      240.500      0.00000  1.73232e-17  8.34000e-17  3.60669e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par397   130   1.49180   10.58    1.22   -99.00   -99.00   -99.00     1.88000e-16  3.21026e-17      635.000  7.24000e-19  2.98399e-17  1.42000e-16  2.67286e-17      433.000      0.00000  4.37639e-17  4.20000e-17  2.55973e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par398   38   0.94160    9.32    1.33   -99.00   -99.00   -99.00     5.12000e-16  2.10718e-17      167.000  1.56000e-16  1.69706e-17  3.99000e-16  2.06475e-17      195.000  4.61000e-17  1.76777e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par398   58   0.87520    9.88    0.89   -99.00   -99.00   -99.00     9.00000e-17  3.90323e-17      121.000  6.76000e-17  4.00222e-17  1.98000e-16  5.37401e-17      249.000  2.77000e-17  4.87904e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par398   63   0.66105    9.64    1.39   -99.00   -99.00   -99.00     1.25000e-16  5.27000e-17      168.000     -1.00000     -1.00000  1.12500e-16  2.22029e-17      186.000  5.12500e-17  2.12163e-17     -1.00000     -1.00000  1.30650e-18  8.21567e-18  3.23750e-18  2.03089e-17       0      3.00000
Par398   82   2.17010    9.56    1.51   -99.00   -99.00   -99.00     4.57000e-16  2.96985e-17      385.000  1.59000e-16  2.23446e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.40000e-16  2.72943e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par398   84   1.55160   10.04    1.31   -99.00   -99.00   -99.00     8.60500e-17  2.39002e-17      234.500  4.06000e-17  2.16375e-17  1.23500e-16  3.32340e-17      393.000     -1.00000     -1.00000  4.68500e-17  1.66877e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par398   128   0.51090    8.42   -0.16   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.21000e-16  1.25158e-17      297.000  4.07000e-18  9.85707e-18     -1.00000     -1.00000  1.29000e-17  4.20021e-18  3.21000e-17  1.04086e-17       0      3.00000
Par398   169   1.81540    9.19    0.92   -99.00   -99.00   -99.00     2.70000e-16  3.08299e-17      4190.00  2.49000e-17  2.33345e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.50000e-17  1.66877e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par400   36   0.69310    9.38    0.72   -99.00   -99.00   -99.00     4.49000e-16  1.21057e-16      2100.00      0.00000  7.17284e-17  3.25000e-16  5.43058e-17      480.000  1.73000e-16  1.49907e-16     -1.00000     -1.00000  3.49000e-17  2.27688e-17  8.67000e-17  5.65685e-17       0      3.00000
Par400   96   1.35120    9.08    0.96   -99.00   -99.00   -99.00     3.16000e-16  5.24673e-17      195.000      0.00000  5.37451e-17  1.27000e-16  2.77186e-17      147.000  5.14000e-17  2.61630e-17  1.28000e-16  4.31335e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par400   212   1.57070    8.71    0.35   -99.00   -99.00   -99.00     1.29000e-16  3.02642e-17      3740.00  5.68000e-17  2.72943e-17  5.66000e-17  5.68514e-17      343.000     -1.00000     -1.00000  5.53000e-17  2.03647e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par402   22   0.53945   10.22    1.69   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  7.96500e-16  3.51438e-17      99.8000  1.69500e-16  2.65872e-17     -1.00000     -1.00000  4.24500e-17  1.36543e-17  1.05500e-16  3.38705e-17       0      3.00000
Par402   30   0.46610    9.82    0.81   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  4.08000e-16  5.74171e-17      77.6000  1.99000e-16  4.96389e-17     -1.00000     -1.00000      0.00000  4.41478e-17      0.00000  4.00689e-17       0      3.00000
Par402   38   0.79650   10.14    1.29   -99.00   -99.00   -99.00     2.92000e-17  5.16188e-17      8.29000  1.93000e-16  6.19426e-17  4.14000e-16  7.39634e-17      148.000  1.31000e-16  6.22254e-17     -1.00000     -1.00000  7.09000e-17  4.12950e-17     -1.00000     -1.00000       0      3.00000
Par402   76   1.18785    9.47    1.09   -99.00   -99.00   -99.00     1.40500e-16  1.97284e-17      72.9000  3.72500e-17  1.59101e-17  1.59500e-16  1.95182e-17      145.000  6.63500e-17  1.93752e-17  2.60000e-16  2.60000e-16     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par402   142   1.00120    8.72    0.61   -99.00   -99.00   -99.00     2.10000e-16  1.90919e-17      222.000      0.00000  2.10268e-17  1.33000e-16  1.82434e-17      290.000  1.16000e-17  1.72534e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par402   184   1.26090    8.95    0.71   -99.00   -99.00   -99.00     2.26000e-16  4.08708e-17      588.000  4.20000e-17  1.24168e-17  7.36000e-17  1.51321e-17      434.000  7.93000e-18  1.48492e-17  9.37000e-17  3.63453e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par402   235   1.10005    9.17    0.08   -99.00   -99.00   -99.00     1.25000e-16  1.64104e-17      590.000  4.23500e-17  1.24397e-17  5.11000e-17  1.47801e-17      284.000  1.71500e-19  1.44250e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par402   390   1.93475    8.99    0.80   -99.00   -99.00   -99.00     1.48000e-16  1.45671e-17      2520.00  5.96000e-18  1.04941e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  2.24000e-17  8.32991e-18     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par402   764   1.95930    8.71    0.47   -99.00   -99.00   -99.00     8.34000e-17  1.31380e-17      996.588  1.26000e-17  9.48937e-18     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  2.32000e-17  8.31558e-18     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par404   34   0.98410    9.89    0.89   -99.00   -99.00   -99.00     1.71500e-16  5.95605e-17      166.000     -1.00000     -1.00000  3.16000e-16  4.16250e-17      341.000  1.41500e-16  3.33862e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par404   35   0.52280    9.49    0.60   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.91500e-16  3.59974e-17      136.000  2.23250e-17  2.75138e-17     -1.00000     -1.00000  9.01500e-18  1.08835e-17  2.23500e-17  2.69429e-17       0      3.00000
Par404   42   1.08120    9.67    1.34   -99.00   -99.00   -99.00     3.35500e-16  2.36174e-17      169.000  1.33500e-16  2.21326e-17  3.06500e-16  2.65872e-17      311.500     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par404   65   1.13440    9.64    0.71   -99.00   -99.00   -99.00     6.44000e-17  2.48195e-17      131.000      0.00000  2.47573e-17  9.71500e-17  2.84965e-17      150.000      0.00000  2.47611e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par404   82   0.93825    9.71    0.86   -99.00   -99.00   -99.00     5.26000e-19  1.77485e-17      2.49000  3.94500e-17  1.67586e-17  1.51000e-16  2.17793e-17      435.500  3.29000e-17  1.52030e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par404   105   1.34175    9.46    0.72   -99.00   -99.00   -99.00     2.09500e-16  2.80104e-17      1362.09  4.13500e-17  2.58836e-17  8.99000e-17  1.33102e-17      1001.83      0.00000  1.61715e-17  1.19500e-16  2.91359e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par404   138   1.12110    9.28    0.39   -99.00   -99.00   -99.00     8.94000e-17  1.56978e-17      146.000  3.78500e-17  1.33573e-17  5.69000e-17  1.52735e-17      62.8000      0.00000  2.02984e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par404   157   1.39270    8.78    0.60   -99.00   -99.00   -99.00     1.57000e-16  2.73980e-17      42500.0      0.00000  2.38974e-17  6.42000e-17  1.69118e-17      713.466  3.40000e-17  1.61375e-17  7.20000e-17  2.83558e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par404   20001   0.62590   10.11    0.43   -99.00   -99.00   -99.00     3.42000e-16  7.31150e-17      550.500  5.11000e-17  7.01000e-17  2.31000e-16  1.71120e-17      139.000  5.34000e-17  1.48492e-17     -1.00000     -1.00000  1.33000e-17  5.53665e-18  3.29000e-17  1.37391e-17       0      3.00000
Par405   16   0.79900   10.54    1.47   -99.00   -99.00   -99.00         0.00000  3.42533e-17      0.00000  2.35000e-16  6.34982e-17  5.35000e-16  6.19426e-17      177.000  8.03000e-18  4.76590e-17     -1.00000     -1.00000  5.33000e-17  3.19612e-17     -1.00000     -1.00000       0      3.00000
Par405   24   0.60440    9.90    0.65   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  2.90000e-16  3.45068e-17      123.000  1.76000e-16  3.30926e-17     -1.00000     -1.00000  5.32000e-17  1.45664e-17  1.32000e-16  3.62039e-17       0      3.00000
Par405   31   1.00100   10.12    1.13   -99.00   -99.00   -99.00     1.08000e-16  2.71529e-17      51.7000  2.41000e-17  2.78600e-17  2.48000e-16  3.04056e-17      191.000  6.39000e-17  2.47487e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par405   65   0.95000    9.68    0.62   -99.00   -99.00   -99.00     1.24000e-16  3.11127e-17      270.000      0.00000  2.45877e-17  1.47000e-16  3.63453e-17      325.000  6.06000e-17  3.08299e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par405   66   0.65825    8.69    0.56   -99.00   -99.00   -99.00     1.34500e-16  5.72784e-17      128.000  1.44000e-16  1.44000e-16  6.07000e-17  1.55974e-17      48.5000      0.00000  1.12256e-17     -1.00000     -1.00000      0.00000  1.35322e-17      0.00000  1.28604e-17       0      3.00000
Par405   72   1.31780    9.48    0.94   -99.00   -99.00   -99.00     2.16500e-16  3.91829e-17      315.500  2.33500e-17  4.20792e-17  2.03500e-16  2.40416e-17      589.000  1.85000e-17  1.92333e-17  2.06000e-16  4.05188e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par405   84   1.21695    9.57    0.78   -99.00   -99.00   -99.00     1.51500e-16  3.10040e-17      643.000  3.52500e-17  2.32078e-17  1.44000e-16  2.58606e-17      565.000  2.70500e-17  2.25304e-17  1.67500e-16  9.15723e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par405   88   1.94850   10.33    1.99   -99.00   -99.00   -99.00     2.02000e-16  2.92746e-17      632.500  5.68500e-17  2.56689e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.28000e-16  2.70083e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par405   90   1.88630   10.13    1.50   -99.00   -99.00   -99.00     1.30000e-16  3.30926e-17      318.000  5.25500e-17  3.18198e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.40500e-16  2.85671e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par405   109   0.99690    9.27   -0.19   -99.00   -99.00   -99.00     7.88000e-16  2.14960e-17      2350.00  9.62000e-17  1.52735e-17  2.71000e-16  1.64049e-17      1600.00  7.39000e-18  1.45664e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par405   110   0.98840    9.37    0.33   -99.00   -99.00   -99.00     9.24500e-17  2.29837e-17      193.000  7.89000e-18  1.98698e-17  9.28000e-17  2.12132e-17      280.000  4.04000e-17  1.97990e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par406   14   0.51020   10.25    1.36   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  4.59000e-16  5.85484e-17      71.4000  1.23000e-16  4.87904e-17     -1.00000     -1.00000      0.00000  4.43877e-17      0.00000  4.11726e-17       0      3.00000
